Lelah,Braun,2.87,24
Brena,Sadowski,3.21,26
Odessa,Gillan,3.12,37
Lisette,Earlie,4.92,31
Brietta,Poppy,4.84,37
Tami,Primalia,4.24,14
Anallese,Ulphia,4.09,13
Queenie,Cristi,2.15,22
Queenie,Ellord,3.88,14
Fina,Fax,4,16
Dolli,Sallyann,3.95,40
Antonietta,Corilla,3.7,25
Nita,Hurley,2.62,30
Jemie,Oster,4.02,23
Melanie,Donell,2.77,16
Ana,Behre,2.46,28
Magdalena,Judye,3.17,33
Ekaterina,Judye,4.95,24
Karly,Wallis,2.62,29
Stephanie,Rhu,4.3,15
Mallory,Publia,3.5,28
Nyssa,Hertzfeld,2.13,18
Steffane,Mayeda,4.19,12
Fernande,Delacourt,2,29
Kimmy,Rooney,2.39,24
Michaelina,Anestassia,2.77,21
Lynnea,Annabella,4.17,38
Courtnay,Idelia,3.55,37
Ivett,Lubin,3.71,32
Dolli,Dimitris,3.51,23
Katleen,Jary,3.2,11
Lila,Cavan,4.22,37
Lanna,Leler,3.09,20
Shell,Phi,3.72,30
Feliza,Zaslow,3.63,28
Caressa,Kravits,3.83,11
Bernie,Melan,4.05,31
Ermengarde,Montgomery,3.83,35
Rozele,Allina,2.66,28
Danny,Oriana,3.49,13
Keelia,Sawtelle,4.71,11
Ira,Edee,4.85,31
Joy,Joli,3.39,29
Marleah,Pacorro,3.71,31
Anthia,Winnick,2.87,39
Marika,Schonfeld,2.37,12
Brooks,Saunderson,4.68,40
Zondra,Salchunas,3.68,17
Justinn,Bryna,2.92,28
Ulrike,Fabiola,4.98,22
Adelle,Peonir,3.08,16
Cyndie,Durante,3.34,27
Jeanna,Mintz,4.82,34
Ariela,Cavan,3.22,15
Hyacinthe,Lamoree,4.83,23
Christy,Bendick,2.12,20
Raina,Tound,2.22,21
Kerrin,Papageno,3.76,15
Ermengarde,Niles,4.19,14
Doralynne,Buttaro,4.29,16
Angela,Cosenza,3.68,34
Nannie,Roumell,3.62,40
Sonni,Bettine,4.95,29
Frances,Jalbert,2.33,30
Flory,Robertson,2.84,11
Sharlene,Idelia,4.22,21
Janeczka,Ventre,3.49,31
Bernardine,Kussell,3.07,22
Chastity,Maroney,3.4,27
Edee,Edmund,4.41,35
Selia,Celestine,2.34,12
Taffy,Olin,2.66,29
Amelia,Leffen,4,20
Jerry,Carolin,3.01,27
Winny,Karna,4.65,14
Dianemarie,Schlosser,3.6,24
Neila,Urania,2.76,19
Alleen,Ruvolo,3.35,22
Lauryn,Aurelio,3.99,10
Tori,Dudley,4.59,28
Yetty,Dichy,4.77,18
Althea,Terrence,4.35,10
Carol-Jean,Thad,2.71,34
Karly,Naor,3.63,33
Nataline,Emanuel,3.95,31
Donetta,Felizio,2,18
Arlina,Mitzi,4.98,39
Nikki,Jefferey,3.52,25
Dorene,Thomasina,3.97,29
Katharina,Colbert,4.27,40
Christal,My,2.56,20
Doro,Japeth,2.73,39
Sissy,Rillings,3.76,22
Mireielle,Lalitta,3.89,34
Ethel,Kat,3.95,26
Marcy,Clywd,2.69,24
Corina,Wareing,3.63,34
Emma,Bow,3.52,28
Sadie,Firmin,3.92,21
Danny,Grayce,2.46,19
Doralynne,Weitman,4.11,31
Mariann,Urias,4.62,24
Cecile,Pacorro,4.01,13
Bettine,Cullin,2.01,39
Petronia,Parette,2.53,15
Theodora,Atcliffe,3.13,21
Ulrike,Bandeen,3.71,33
Adriana,Salvidor,2.48,14
Trudie,Bettine,4.78,23
Elsie,Cosenza,2.25,26
Jere,Kenwood,2.05,39
Melisent,Poppy,4.97,19
Kristina,Lipson,3.37,24
Henriette,Chandler,3.23,36
Alyda,Wittie,2.54,17
Jany,Suanne,4.45,19
Di,Lauraine,3.96,40
Mady,Goddard,4.54,34
Elise,Audly,4.8,26
Gilda,Hathaway,2.44,39
Melisent,Knowling,2.03,31
Pearline,Barney,3.82,21
Loree,Gilbertson,3.27,18
Georgetta,Vacuva,4.82,10
Alyda,Fontana,3.28,10
Livvyy,Gherardo,4.73,17
Jackie,Fulmer,3.65,26
Morganica,Hermes,3.22,39
Grier,Lia,4.85,19
Donetta,Codding,4.52,15
Nicoli,Bebe,3.62,15
Daphne,Durante,3.14,36
Adele,Vilma,4.81,34
Dode,Janene,4.53,11
Bobinette,Ammann,4.75,15
Sashenka,Lasley,4.73,18
Lusa,Mehalek,4.89,36
Candi,Neils,4.58,30
Nananne,Louanna,4.51,16
Alie,Kauppi,4.05,35
Xylina,Trace,3.76,17
Donetta,Barney,3.08,26
Alie,Fitzsimmons,2.56,32
Liana,Horan,4.33,22
Amalie,Bebe,3.01,40
Lauryn,Alfons,2.99,12
Bibby,Remmer,3.31,38
Marleah,Iaverne,4.62,19
Cherrita,Capello,3.74,24
Ida,Hedve,2.66,39
Lynnea,Phyllis,4.53,23
Dacia,Zitvaa,4.09,28
Tobe,Kravits,4.86,18
Maridel,Oneida,3,39
Arabel,Ledah,3.26,28
Adriana,Baptlsta,3.29,21
Dorice,Ventre,3.39,24
Hallie,Maisey,2.5,22
Edee,Bryna,3.6,36
Paule,Persse,3.64,29
Bernardine,Reinke,3.13,39
Betta,Kare,4.58,37
Corina,Pierette,2.87,28
Kenna,Teryn,3.85,25
Nita,Rese,4.06,22
Marti,Kermit,2.55,19
Amara,Mehalek,4.08,35
Rebeca,Blake,3.81,25
Kirbee,Ax,3.66,33
Kylynn,Ardeha,3.43,27
Daryl,Edee,4.31,14
Jessy,Rebecka,3.73,20
Jaime,Cullin,4.63,28
Aimil,Kiersten,3.13,31
Marcy,Cyrie,4.53,35
Renie,Waite,2.66,12
Sidoney,Anton,3.55,29
Yolane,Burch,3.95,33
Lily,Uund,2.51,40
Corly,Swigart,4.9,33
Gilda,Shama,4.78,40
Perry,Tound,3.11,24
Alleen,Redmond,4.94,21
Correy,Regan,4.89,26
Celene,Lanita,3.88,15
Tilly,Joachim,3.7,22
Sandie,Liva,2.53,27
Gilda,Ariella,3.14,35
Catharine,Aldric,4.59,29
Chloris,O'Carroll,3.09,30
Elena,Primalia,4.46,29
Damaris,Cavan,4.62,19
Kirstin,Yoko,2.31,34
Giustina,Publia,3.82,24
Ardeen,Karna,4.8,36
Starla,Morgun,3.4,35
Dagmar,Haerr,3.41,33
Charlena,Land,3.05,18
Frances,Adlare,3.82,38
Natka,Ax,2.98,13
Georgetta,Levey,4.91,12
Isa,Infield,3.44,18
Barbi,Ehrman,4.35,28
Aryn,Stilwell,4.14,26
Corry,Havens,3.8,18
Sarette,Pyle,2.07,35
Yvonne,Franza,3.15,22
Sindee,Korey,4.26,19
Isa,Pozzy,3.75,20
Annice,Iaverne,2.25,29
Nanete,Belldas,3.66,39
Charlena,Obed,2.24,20
Yvonne,Medrek,3.35,22
Johna,Rhu,4.87,28
Ellette,Dreda,4.02,11
Frances,Mallon,3.78,21
Barbara,Olympium,4.48,35
Teddie,Medrek,4.46,26
Nananne,Ursulette,4.75,19
Jennica,Franza,4.04,38
Daryl,Cleavland,2.07,37
Vere,Cassius,2.2,31
Elsie,Leary,2.64,18
Betta,Bouchard,2.21,38
Verla,Granoff,2.63,14
Darci,Guildroy,3.91,33
Alameda,Elbertina,2.81,18
Selma,Olympium,2.86,22
Farrah,Maurine,2.35,19
Teriann,Douglass,2.63,24
Juliane,Brieta,4.39,13
Inga,Pozzy,2.87,31
Beth,Bouchard,3.83,34
Kathi,Uird,2.11,21
Emma,Valoniah,2.92,34
Nerta,Zola,2.41,36
Trudie,Truc,3.53,28
Eadie,Socha,2.12,32
Ardys,Elisha,4.13,39
Rani,Regan,3.44,14
Anestassia,Gabrielli,2.05,16
Amara,Lumbard,4.89,32
Lanna,Celestine,2.88,12
Cherilyn,Taam,2.07,27
Jere,Shuler,4.89,32
Valli,Havens,4.08,35
Ernesta,Federica,4.23,10
Stevana,Katrine,4.48,38
Harmonia,Tufts,2.42,31
Kaja,Clywd,3.52,15
Aurore,Gregrory,4.16,25
Vonny,Ilka,3.73,28
Aeriela,Bluh,4.15,18
Kathi,Damarra,4.57,23
Edyth,Delacourt,3.48,20
Joane,Old,2.35,13
Silvana,Wu,2.21,13
Aaren,Vilma,4.78,35
Bobbi,Longfellow,3.43,19
Stephanie,Fadiman,4.44,38
Zsa Zsa,Reneta,2.92,18
Corene,Corabella,2.72,39
Audrie,Morgun,3.5,35
Linzy,Hilbert,3.44,19
Ida,Letsou,3.44,23
Stephanie,Fax,4.99,30
Peri,Lorenz,3.38,13
Mariann,Atcliffe,3,14
Renie,Ader,4.59,40
Glynnis,Chandler,4.43,21
Lenna,LaRue,3.94,21
Cam,Shuler,3.15,28
Louella,Pond,2.57,27
Carlie,Bendick,3.14,16
Gilda,Ahab,2.6,16
Ketti,Celestine,2.03,10
Layla,Nikaniki,4.77,29
Glynnis,Helfand,4.78,26
Marjie,Guildroy,2.3,28
Beth,Bartlett,4.05,13
Gertrud,Allys,2.57,29
Ermengarde,Cordi,4.13,14
Cecile,Stacy,2.49,11
Mamie,Catie,3.56,10
Deirdre,Jena,2.8,21
Adore,Eachern,3.37,36
Sophia,Malvino,3.73,22
Camile,Cherianne,3.7,22
Judy,Woodberry,4.32,22
Verla,Mintz,3.35,35
Ernesta,Percy,4.61,34
Fred,Yam,2.64,33
Alyssa,Montgomery,2.5,26
Willetta,Remmer,2.04,29
Coral,Truc,4.1,35
Helsa,Wolfgram,3.67,31
Letizia,Anton,4.87,15
Ezmeralda,Krystle,3.52,34
Aigneis,Grobe,4.24,29
Ashlee,Shaddock,3.44,33
Doro,Blake,3.46,21
Tilly,Thornburg,2.45,17
Carree,Remmer,4.72,13
Alex,Marden,3.32,17
Angela,Janene,2.85,16
Helsa,Killigrew,4.18,32
Amii,Libna,4.62,20
Jenilee,Nadia,4.16,14
Cathyleen,Shelba,3.43,28
Marika,Elvyn,2.12,26
Diena,Sandye,4.73,37
Diena,Fleeta,4.01,29
Penelopa,Tufts,4.16,39
Roseline,Maribeth,2.12,38
Anthia,Aprile,4.3,23
Ayn,Lauraine,2.51,39
Shaylyn,Lea,4.91,26
Vevay,Thornburg,3.72,19
Catharine,Denis,4.33,11
Helena,Drisko,3.23,28
Aigneis,Stacy,4.01,27
Kimmy,Franza,2.54,19
Lanna,Kristi,3.2,17
Tera,Melan,4.13,15
Carly,Rugen,2.98,20
Ebonee,Bronk,2.52,22
Aigneis,Donoghue,4.31,17
Alejandra,Briney,3.47,24
Ermengarde,Moina,4.16,39
Ulrike,Kannry,2.04,28
Wilma,Quent,2.58,18
Agathe,Sallyann,2.58,39
Priscilla,Tacye,4.94,27
Fawne,Ardeha,3.92,21
Feliza,Romelda,3.54,30
Therine,Newell,2.28,12
Rosene,Magnolia,3.56,14
Theodora,Charity,2.54,22
Kittie,Martsen,3.1,14
Valeda,Gavrila,4.38,39
Shell,Cadmar,2.68,15
Johna,Jagir,3.94,28
Wileen,Wilkinson,4.42,38
Mariele,Docilla,2.84,34
Felice,Heisel,3.89,32
Vita,Marsden,3.79,22
Tabbatha,Albertine,3.99,31
Roz,Bonilla,4.08,26
Merle,Revkah,4.65,37
Tobe,Ogren,4.55,27
Lanae,Monaco,2.41,34
Addia,Hewitt,2.05,23
Sallie,Liebermann,2.6,38
Beatriz,Persse,4.71,29
Lorne,Blase,3.48,29
Rori,Clywd,4.7,29
Shel,Wildermuth,4.62,26
Livvyy,Lindemann,4.77,16
Karly,Liva,3.47,24
Fanchon,Vastah,2.14,13
Nessie,Jeanne,4.41,37
Dyann,Rossner,4.04,20
Emilia,Cyrie,4.7,23
Maye,Carvey,4.44,36
Caryl,Jammal,2.66,35
Hannis,Dichy,2.99,24
Deloria,Kevon,3.58,38
Alie,Pascia,2.07,33
Beatriz,Vharat,3.54,27
Marita,O'Rourke,2.28,27
Talya,Croix,3.23,37
Selma,Ardra,3.11,12
Fidelia,Hourigan,4.91,34
Anallese,Lattie,3.48,39
Letizia,Sprage,3.14,28
Tressa,Grosz,2.83,28
Jinny,Montgomery,4.47,16
Corina,Swigart,3.64,36
Michaelina,Leifeste,4.45,16
Pamella,Eldrid,4.36,33
Lexine,Ummersen,4.33,39
Vita,Sherfield,4.24,12
Brana,Roarke,4.51,21
Fanny,Peti,3.78,27
Ulrike,Milson,2.81,25
Jsandye,Kenney,4.07,20
Priscilla,Sabella,2.55,17
Tressa,Erlandson,2.33,32
Elvira,Poll,2.2,23
Tersina,Sherrie,3.38,36
Aurelie,Giule,4.17,10
Arlina,Sancho,3.32,35
Paola,Gerge,3.2,39
Cyb,Toffic,2.64,13
Annecorinne,Wyn,4.97,35
Ethel,Adlare,2.24,14
Molli,Noam,4.89,27
Xylina,Narton,2.85,19
Christy,Jefferey,3.14,16
Angela,Lutero,3.35,24
Blondelle,Teddman,3.09,19
Wileen,Janene,3.15,34
Shirlee,Wandie,4.37,25
Valeda,Holbrook,3.96,33
Dulce,O'Neill,3.72,20
Evaleen,Publia,2.49,18
Vivia,Crudden,3.51,19
Annecorinne,Junie,4.3,16
Heddie,Ruvolo,4.27,22
Elka,Jorgan,2.11,36
Layla,Moina,4.83,21
Hallie,Codding,2.19,28
Inga,Tufts,4.14,15
Anica,Kesley,2.39,33
Pollyanna,Karylin,4.25,17
Lusa,Bertold,3.51,10
Carmela,Evangelia,2.92,22
Petronia,Afton,2.68,32
Keelia,Charity,3.41,31
Letizia,Kristi,4.13,13
Merci,Love,3.45,22
Jere,Schwejda,2.6,23
Kellen,Warthman,4.59,35
Mady,Lutero,2.95,20
Marnia,Anderea,2.49,25
Cecile,Rad,3.23,14
Arabel,Cohdwell,3.19,32
Goldie,Kress,4.16,38
Marsiella,Moina,2.07,26
Hermione,Adamsen,3.49,18
Laurene,Jethro,4.22,26
Cecile,Center,4.17,11
Liana,Cottle,2.85,13
Cissiee,Eachern,4.77,25
Lorie,Louanna,2.06,29
Sandie,Pettiford,3.38,31
Brena,Selway,3.89,38
Ardys,Lareena,3.96,30
Emmey,Annabella,2.89,39
Ottilie,Berard,2.38,13
Elmira,Dahlia,3.42,14
Shannah,Helve,4.4,11
Christian,Darbie,2.15,14
Shauna,Jerald,3.44,12
Shell,Killigrew,3.69,17
Di,Naor,2.96,37
Perry,Georas,2.11,18
Agathe,Sinegold,4.3,28
Chandra,Aurelio,3.49,27
Zondra,Moseley,2.36,37
Ardenia,Schwejda,4.38,11
Fredericka,Paton,2.16,39
Bibby,Wenda,2.46,17
Gusella,Carmena,4.16,18
Frieda,Nisbet,3.27,17
Mariann,Kinnard,4.26,40
Lenna,Peg,2.44,12
Amalie,Terrence,3.02,10
Odessa,Auberbach,4.45,35
Cindelyn,Gordon,3.46,37
Calla,Wattenberg,2.1,18
Ebonee,Obed,4.01,38
Anica,Fosque,4.62,16
Gilligan,Grobe,4.16,36
Betta,Hieronymus,4.77,28
Clo,Hortensia,4.11,35
Elfreda,Leffen,2.43,12
Jobi,Kosey,4.51,19
Carolina,Nedrud,4.42,16
Tilly,Old,2.78,28
Corry,Lorain,2.19,27
Caressa,Karna,3.37,40
Charlena,Dimitris,3.75,34
Dawn,Neva,4.82,29
Kalina,Dash,4.42,27
Zsa Zsa,Melleta,2.18,23
Kirstin,Gordon,4.8,30
Mellicent,Anastatius,4.48,23
Peri,Zina,4.41,30
Carlie,Niccolo,4.28,20
Cassondra,Rodmann,2.96,17
Andeee,Sandye,2.36,13
Jeanna,Justinn,2.03,10
Daphne,Ralfston,4.91,27
Brooks,Emerson,4.61,23
Elena,Aurelio,4.69,23
Isa,Ciro,2.93,21
Janeczka,Sancho,3.79,15
Regina,Anestassia,4.5,23
Luci,Cohdwell,3.02,33
Loree,Rudolph,2.55,26
Louella,Ammann,4.41,15
Melina,Lymann,3.83,17
Cecile,Kirbee,4.93,15
Augustine,Arley,4.47,29
Kate,Old,3.44,35
Rhea,Vastah,2.59,19
Carlie,Roarke,3.43,15
Viki,Vanni,3.04,34
June,Chauncey,3.11,12
Bettine,Nerita,2.37,30
Esmeralda,Kevon,3.12,38
Chloris,McClimans,3.37,26
Gertrud,Guthrie,4.51,32
Marita,Lane,4.74,18
Brandise,Niles,4.56,32
Arabel,Uund,4.32,37
Aimil,Rheingold,4.67,37
Cam,Kosey,4.02,16
Shell,Kimmie,3.79,11
Devina,Paton,3.28,15
Bernie,Bryna,4.45,27
Cristine,Cyrie,2,10
Amelia,Newell,4,18
Shirlee,Dituri,2.74,12
Merci,Halsey,4.69,29
Jerry,Trace,2.2,22
Ellette,Bibi,2.14,34
Phylis,Marlie,2.55,10
Kimberley,Sophronia,4.13,24
Lynde,Wilona,4.11,30
Lorne,Allina,4.88,34
Alia,Mandler,4.28,24
Jinny,Hoenack,4.57,19
Tera,Belanger,2.26,13
Dorothy,Fennessy,4.67,12
Gloria,Breed,4.93,15
Dale,Pascia,2.5,39
Aubrie,Arquit,2.04,21
Kamilah,Kristi,2.28,25
Tatiania,Randene,4.4,37
Aimil,Desai,2.96,13
Nelle,Aurelio,2.08,18
Miquela,Timon,3.54,28
Joy,Taima,4.84,22
Candy,Sibyls,2.66,38
Lauryn,Kenwood,2.94,38
Tersina,Karna,2.57,21
Liana,Brotherson,3.1,36
Jackie,Fredi,2.32,16
Oralee,Nickola,4.55,11
Elbertina,Lucienne,4.84,29
Genevra,Joni,2.04,10
Paule,Imelida,2.47,25
Paulita,Billye,4.74,23
Fredericka,Yuille,2.57,15
Kaja,Cadmar,4.39,17
Edee,Marden,3.09,27
Sidoney,Fadiman,2.45,17
Joleen,Ciro,2.28,36
Tamqrah,Evangelia,4.28,24
Blinni,Wenoa,3.93,12
Dulcinea,Brodench,4.94,23
Rosaline,Sholley,2.54,19
Melodie,Melony,3.29,15
Tonia,Hirsch,3.74,12
Gratia,Girardo,3.37,12
Maye,Thad,2.35,36
Oona,Waldron,3.76,18
Inga,Willie,3.3,15
Drucie,Ciro,2.12,19
Basia,Si,2.52,15
Mathilda,Ackerley,3.06,14
Catrina,Korey,2.95,14
Cherrita,Harl,2.89,14
Genovera,Afton,2.93,17
Vevay,Willie,2,22
Evita,Buckler,3.9,33
Veda,Ingra,2.26,29
Ayn,Marisa,2.36,20
Cyb,Reidar,4.81,12
Tatiania,Even,3.92,28
Zondra,Hachmin,2.9,13
Cathyleen,Jobi,3.93,25
Cecile,Tremayne,3.97,38
Ericka,Wenda,4.83,40
Wanda,McGrody,3.29,33
Maryellen,Rugen,4.93,11
Feliza,LaRue,4,28
Emma,Kenney,2.96,25
Barbi,Montgomery,3.22,40
Brynna,Connelly,4.33,35
Brandise,Dominy,2.61,15
Raf,Sekofski,2.34,21
Alex,Kelula,3.93,13
Fidelia,Cherianne,2.43,28
Berta,Remmer,3.26,16
Teddie,Alejoa,4.75,15
Jeanna,Clara,2.33,24
Rosaline,Tound,3.3,21
Susette,Redmond,4,37
Cherrita,Toni,4.12,17
Karlee,Fancie,4.36,16
Concettina,Delila,3.2,16
Lauryn,Alejoa,4.15,16
Zsa Zsa,Kravits,2.27,20
Nelle,Sabella,2.56,33
Rosene,Bevin,2.32,40
Carmencita,Brieta,4.53,38
Nataline,Nore,3.53,33
Lita,Stacy,4.71,26
Charmaine,Sallyann,4.39,14
Britni,Tybald,4.01,25
Lisette,Ezar,2.3,24
Cacilie,Mullane,3.36,39
Sandie,Daveta,2.77,16
Jan,Newell,3.25,34
Celestyna,Tamar,2.81,31
Abbie,Justinn,4.85,32
Marnia,Sabella,3.95,11
Janeczka,Linskey,3.32,31
Oona,Deegan,3.41,27
Bertine,Viddah,2.89,20
Keelia,Firmin,2.15,31
Frank,Allare,4.78,31
Cyb,Marden,4.98,29
Cyndie,Dielu,3.39,11
Maridel,Hepsibah,2.74,22
Moyna,Baptlsta,2.9,19
Abbie,Isacco,3.26,19
Felice,Uund,2.79,25
Binny,Lindemann,3.51,30
Robinia,Morehouse,4.23,12
Ginnie,Konyn,2.82,10
Karena,Dorine,4.61,36
Augustine,Loeb,4.23,30
Sibella,Rogerio,3.55,31
Dolli,Ax,2.54,36
Rubie,Emmy,4.32,23
Aurelie,Sammons,3.46,34
Cyb,Percy,2.41,29
Alisha,Sasnett,3.78,12
Lily,Fiann,4.27,31
Lily,Ricki,2.12,17
Britte,Ailyn,2.57,26
Roberta,Constancy,3.2,16
Joeann,Ulphia,4.51,31
Joleen,Israeli,3.65,35
Heida,Holtz,4.58,17
Cam,Posner,2.25,19
Kristina,Neva,4.2,11
Flo,Weinreb,4.74,40
Ileana,Hortensia,3.74,22
Rivalee,Blisse,4.61,31
Desirae,Argus,2.74,36
Pamella,Bury,4.3,27
Joleen,Mauer,3.71,34
Camile,Bergman,2.3,16
Tani,Allare,4.29,35
Kalina,Truc,4.3,21
Taffy,Reinke,2.95,10
Camile,Raama,2.49,40
Etta,Torray,4.01,25
Oralee,Moina,3.61,33
Kore,Egbert,2.71,40
Nannie,Erb,2.29,24
Norine,Estella,2.5,14
Lizzie,Gilbertson,3.49,38
Anica,Tarrant,4.1,13
Viviene,Bord,4.82,31
Adelle,Harriman,4.33,35
Elena,Nicoline,4.02,31
Mamie,Connelly,2.82,23
Gerrie,Thilda,4.95,34
Sissy,Dichy,3.9,15
Blondelle,Roarke,2.27,15
Misha,Raffo,4.57,18
Angelique,Alabaster,4.7,14
Tarra,Pierette,2.17,11
Corina,Winnick,3.86,31
Fanchon,Jefferey,2.54,14
Kirstin,Esmaria,3.29,10
Farrah,Durante,2.58,25
Diena,Mendez,3.31,23
Tiffie,Ardra,4.19,19
Xylina,Adore,4.27,24
Atlanta,Modie,2.17,32
Priscilla,Prober,2.65,11
Anallese,Sherrie,2.95,26
Darci,Knowling,3,40
Linet,Macey,3,17
Chickie,Jacqui,2.6,17
Nataline,Seessel,4.34,30
Gui,Blake,3.08,37
Jaime,Timon,3.19,23
Aimil,Pierette,2.67,12
Halette,Tyson,2.12,21
Jessamyn,Sidonius,4.15,23
Maisey,Hillel,3.63,37
Lanna,Slifka,2.43,31
Carol-Jean,Cookie,2.74,18
Lilith,Jethro,3.98,37
Rochette,Chauncey,3.28,40
Lizzie,Palocz,3.45,13
Chloris,Garek,4.95,36
Sharai,Phi,2.24,39
Rhoda,Anastatius,3.76,10
Sheelagh,Posner,2.22,32
Blake,Byrne,3.78,17
Talya,Jena,4.6,23
Mamie,Raseda,4.07,39
Vita,Pelagias,4.13,29
Merry,Atcliffe,4.26,13
Binny,Camden,2.38,16
Karlee,Vharat,2.82,22
Marjie,Soneson,3.55,36
Wileen,Arne,3.42,38
Corene,Cadmar,2.58,35
Antonietta,Means,3.51,33
Verla,Elsinore,2.27,11
Mignon,Raama,2.86,13
Aeriela,Hermes,3.45,25
Dorene,Rudolph,4.09,25
Fredericka,Sibyls,4.04,15
Natka,Terrence,3.11,10
Veda,Buckler,4.17,32
Gwenneth,Susannah,4.33,25
Jean,Ciapas,3.95,17
Iseabal,Seligman,2.2,30
Mureil,Francyne,4.99,32
Flory,Hermes,2.68,19
Josephine,Latini,3,29
Belinda,Stephie,3.79,35
Hayley,Calhoun,4.23,28
Brandise,Schenck,3.59,10
Valera,Sigfrid,3.05,38
Carolina,Mata,3.49,34
Regina,Tannie,3.07,34
Verla,Richers,2.08,17
Ezmeralda,Klemperer,3.94,18
Christy,Firmin,2.52,21
Etta,Ummersen,3.62,37
Sonni,Nester,4.47,32
Damaris,Mich,2,24
Blondelle,Graig,4.17,27
Nessie,Jacobah,3.73,28
Aeriela,Lymann,3.11,11
Eve,Engdahl,4.4,29
